Series	Test_Fold	Model	Descriptors	Metric	Value
Weighted	0	RandomForestClassifier	MACCS	PRC AUC	0.60319
Unweighted	0	RandomForestClassifier	MACCS	PRC AUC	0.68369
Weighted	2	RandomForestClassifier	MACCS	PRC AUC	0.63988
Unweighted	2	RandomForestClassifier	MACCS	PRC AUC	0.71526
Weighted	1	RandomForestClassifier	Klek	PRC AUC	0.61398
Unweighted	1	RandomForestClassifier	Klek	PRC AUC	0.65246
Weighted	3	RandomForestClassifier	Klek	PRC AUC	0.60062
Unweighted	3	RandomForestClassifier	Klek	PRC AUC	0.66697
Weighted	4	RandomForestClassifier	Klek	PRC AUC	0.53473
Unweighted	4	RandomForestClassifier	Klek	PRC AUC	0.62426
Weighted	0	RandomForestClassifier	Klek	PRC AUC	0.59072
Unweighted	0	RandomForestClassifier	Klek	PRC AUC	0.67268
Weighted	2	RandomForestClassifier	Klek	PRC AUC	0.63352
Unweighted	2	RandomForestClassifier	Klek	PRC AUC	0.70843
Weighted	3	RandomForestClassifier	ECFP	PRC AUC	0.59841
Unweighted	3	RandomForestClassifier	ECFP	PRC AUC	0.67666
Weighted	1	RandomForestClassifier	ECFP	PRC AUC	0.59505
Unweighted	1	RandomForestClassifier	ECFP	PRC AUC	0.647
Weighted	4	RandomForestClassifier	ECFP	PRC AUC	0.58096
Unweighted	4	RandomForestClassifier	ECFP	PRC AUC	0.66424
Weighted	0	RandomForestClassifier	ECFP	PRC AUC	0.6065
Unweighted	0	RandomForestClassifier	ECFP	PRC AUC	0.69073
Weighted	2	RandomForestClassifier	ECFP	PRC AUC	0.57611
Unweighted	2	RandomForestClassifier	ECFP	PRC AUC	0.65517
Weighted	4	RandomForestClassifier	CDDD	PRC AUC	0.53507
Unweighted	4	RandomForestClassifier	CDDD	PRC AUC	0.62796
Weighted	0	RandomForestClassifier	CDDD	PRC AUC	0.56169
Unweighted	0	RandomForestClassifier	CDDD	PRC AUC	0.66682
Weighted	2	RandomForestClassifier	CDDD	PRC AUC	0.64703
Unweighted	2	RandomForestClassifier	CDDD	PRC AUC	0.72327
Weighted	3	RandomForestClassifier	CDDD	PRC AUC	0.55604
Unweighted	3	RandomForestClassifier	CDDD	PRC AUC	0.65569
Weighted	1	RandomForestClassifier	CDDD	PRC AUC	0.58524
Unweighted	1	RandomForestClassifier	CDDD	PRC AUC	0.64406
Weighted	1	XGBClassifier	ChemBERTa	Brier	0.27311
Unweighted	1	XGBClassifier	ChemBERTa	Brier	0.27311
Weighted	3	XGBClassifier	ChemBERTa	Brier	0.27114
Unweighted	3	XGBClassifier	ChemBERTa	Brier	0.27114
Weighted	4	XGBClassifier	ChemBERTa	Brier	0.2678
Unweighted	4	XGBClassifier	ChemBERTa	Brier	0.2678
Weighted	0	XGBClassifier	ChemBERTa	Brier	0.26804
Unweighted	0	XGBClassifier	ChemBERTa	Brier	0.26804
Weighted	2	XGBClassifier	ChemBERTa	Brier	0.25097
Unweighted	2	XGBClassifier	ChemBERTa	Brier	0.25097
Weighted	1	XGBClassifier	RDKit	Brier	0.27844
Unweighted	1	XGBClassifier	RDKit	Brier	0.27844
Weighted	3	XGBClassifier	RDKit	Brier	0.25701
Unweighted	3	XGBClassifier	RDKit	Brier	0.25701
Weighted	4	XGBClassifier	RDKit	Brier	0.24885
Unweighted	4	XGBClassifier	RDKit	Brier	0.24885
Weighted	0	XGBClassifier	RDKit	Brier	0.2536
Unweighted	0	XGBClassifier	RDKit	Brier	0.2536
Weighted	2	XGBClassifier	RDKit	Brier	0.23237
Unweighted	2	XGBClassifier	RDKit	Brier	0.23237
Weighted	1	XGBClassifier	MACCS	Brier	0.2718
Unweighted	1	XGBClassifier	MACCS	Brier	0.2718
Weighted	3	XGBClassifier	MACCS	Brier	0.26686
Unweighted	3	XGBClassifier	MACCS	Brier	0.26686
Weighted	4	XGBClassifier	MACCS	Brier	0.25443
Unweighted	4	XGBClassifier	MACCS	Brier	0.25443
Weighted	0	XGBClassifier	MACCS	Brier	0.26903
Unweighted	0	XGBClassifier	MACCS	Brier	0.26903
Weighted	2	XGBClassifier	MACCS	Brier	0.23668
Unweighted	2	XGBClassifier	MACCS	Brier	0.23668
Weighted	1	XGBClassifier	Klek	Brier	0.27446
Unweighted	1	XGBClassifier	Klek	Brier	0.27446
Weighted	3	XGBClassifier	Klek	Brier	0.26382
Unweighted	3	XGBClassifier	Klek	Brier	0.26382
Weighted	4	XGBClassifier	Klek	Brier	0.24755
Unweighted	4	XGBClassifier	Klek	Brier	0.24755
Weighted	0	XGBClassifier	Klek	Brier	0.26069
Unweighted	0	XGBClassifier	Klek	Brier	0.26069
Weighted	2	XGBClassifier	Klek	Brier	0.25975
Unweighted	2	XGBClassifier	Klek	Brier	0.25975
Weighted	1	XGBClassifier	ECFP	Brier	0.27931
Unweighted	1	XGBClassifier	ECFP	Brier	0.27931
Weighted	3	XGBClassifier	ECFP	Brier	0.28154
Unweighted	3	XGBClassifier	ECFP	Brier	0.28154
Weighted	4	XGBClassifier	ECFP	Brier	0.25097
Unweighted	4	XGBClassifier	ECFP	Brier	0.25097
Weighted	0	XGBClassifier	ECFP	Brier	0.25197
Unweighted	0	XGBClassifier	ECFP	Brier	0.25197
Weighted	2	XGBClassifier	ECFP	Brier	0.2376
Unweighted	2	XGBClassifier	ECFP	Brier	0.2376
Weighted	1	XGBClassifier	CDDD	Brier	0.27109
Unweighted	1	XGBClassifier	CDDD	Brier	0.27109
Weighted	3	XGBClassifier	CDDD	Brier	0.2522
Unweighted	3	XGBClassifier	CDDD	Brier	0.2522
Weighted	4	XGBClassifier	CDDD	Brier	0.24776
Unweighted	4	XGBClassifier	CDDD	Brier	0.24776
Weighted	0	XGBClassifier	CDDD	Brier	0.24713
Unweighted	0	XGBClassifier	CDDD	Brier	0.24713
Weighted	2	XGBClassifier	CDDD	Brier	0.23515
Unweighted	2	XGBClassifier	CDDD	Brier	0.23515
Weighted	1	LogisticRegression	ChemBERTa	Brier	0.36353
Unweighted	1	LogisticRegression	ChemBERTa	Brier	0.36353
Weighted	0	LogisticRegression	ChemBERTa	Brier	0.30509
Unweighted	0	LogisticRegression	ChemBERTa	Brier	0.30509
Weighted	3	LogisticRegression	ChemBERTa	Brier	0.3338
Unweighted	3	LogisticRegression	ChemBERTa	Brier	0.3338
Weighted	2	LogisticRegression	ChemBERTa	Brier	0.25924
Unweighted	2	LogisticRegression	ChemBERTa	Brier	0.25924
Weighted	4	LogisticRegression	ChemBERTa	Brier	0.34532
Unweighted	4	LogisticRegression	ChemBERTa	Brier	0.34532
Weighted	3	LogisticRegression	RDKit	Brier	0.25439
Unweighted	3	LogisticRegression	RDKit	Brier	0.25439
Weighted	1	LogisticRegression	RDKit	Brier	0.27455
Unweighted	1	LogisticRegression	RDKit	Brier	0.27455
Weighted	4	LogisticRegression	RDKit	Brier	0.25136
Unweighted	4	LogisticRegression	RDKit	Brier	0.25136
Weighted	0	LogisticRegression	RDKit	Brier	0.26461
Unweighted	0	LogisticRegression	RDKit	Brier	0.26461
Weighted	2	LogisticRegression	RDKit	Brier	0.25132
Unweighted	2	LogisticRegression	RDKit	Brier	0.25132
Weighted	1	LogisticRegression	MACCS	Brier	0.27744
Unweighted	1	LogisticRegression	MACCS	Brier	0.27744
Weighted	3	LogisticRegression	MACCS	Brier	0.26155
Unweighted	3	LogisticRegression	MACCS	Brier	0.26155
Weighted	4	LogisticRegression	MACCS	Brier	0.25796
Unweighted	4	LogisticRegression	MACCS	Brier	0.25796
Weighted	0	LogisticRegression	MACCS	Brier	0.2846
Unweighted	0	LogisticRegression	MACCS	Brier	0.2846
Weighted	2	LogisticRegression	MACCS	Brier	0.29412
Unweighted	2	LogisticRegression	MACCS	Brier	0.29412
Weighted	1	LogisticRegression	Klek	Brier	0.26273
Unweighted	1	LogisticRegression	Klek	Brier	0.26273
Weighted	4	LogisticRegression	Klek	Brier	0.24911
Unweighted	4	LogisticRegression	Klek	Brier	0.24911
Weighted	0	LogisticRegression	Klek	Brier	0.26226
Unweighted	0	LogisticRegression	Klek	Brier	0.26226
Weighted	3	LogisticRegression	Klek	Brier	0.32679
Unweighted	3	LogisticRegression	Klek	Brier	0.32679
Weighted	2	LogisticRegression	Klek	Brier	0.23858
Unweighted	2	LogisticRegression	Klek	Brier	0.23858
Weighted	3	LogisticRegression	ECFP	Brier	0.3218
Unweighted	3	LogisticRegression	ECFP	Brier	0.3218
Weighted	1	LogisticRegression	ECFP	Brier	0.30428
Unweighted	1	LogisticRegression	ECFP	Brier	0.30428
Weighted	4	LogisticRegression	ECFP	Brier	0.28496
Unweighted	4	LogisticRegression	ECFP	Brier	0.28496
Weighted	0	LogisticRegression	ECFP	Brier	0.28882
Unweighted	0	LogisticRegression	ECFP	Brier	0.28882
Weighted	2	LogisticRegression	ECFP	Brier	0.27101
Unweighted	2	LogisticRegression	ECFP	Brier	0.27101
Weighted	1	LogisticRegression	CDDD	Brier	0.28452
Unweighted	1	LogisticRegression	CDDD	Brier	0.28452
Weighted	3	LogisticRegression	CDDD	Brier	0.34062
Unweighted	3	LogisticRegression	CDDD	Brier	0.34062
Weighted	4	LogisticRegression	CDDD	Brier	0.2931
Unweighted	4	LogisticRegression	CDDD	Brier	0.2931
Weighted	0	LogisticRegression	CDDD	Brier	0.29877
Unweighted	0	LogisticRegression	CDDD	Brier	0.29877
Weighted	2	LogisticRegression	CDDD	Brier	0.24915
Unweighted	2	LogisticRegression	CDDD	Brier	0.24915
Weighted	4	RandomForestClassifier	ChemBERTa	Brier	0.25056
Unweighted	4	RandomForestClassifier	ChemBERTa	Brier	0.25056
Weighted	1	RandomForestClassifier	ChemBERTa	Brier	0.25507
Unweighted	1	RandomForestClassifier	ChemBERTa	Brier	0.25507
Weighted	0	RandomForestClassifier	ChemBERTa	Brier	0.2471
Unweighted	0	RandomForestClassifier	ChemBERTa	Brier	0.2471
Weighted	3	RandomForestClassifier	ChemBERTa	Brier	0.26259
Unweighted	3	RandomForestClassifier	ChemBERTa	Brier	0.26259
Weighted	2	RandomForestClassifier	ChemBERTa	Brier	0.24517
Unweighted	2	RandomForestClassifier	ChemBERTa	Brier	0.24517
Weighted	1	RandomForestClassifier	RDKit	Brier	0.24967
Unweighted	1	RandomForestClassifier	RDKit	Brier	0.24967
Weighted	3	RandomForestClassifier	RDKit	Brier	0.24982
Unweighted	3	RandomForestClassifier	RDKit	Brier	0.24982
Weighted	4	RandomForestClassifier	RDKit	Brier	0.24359
Unweighted	4	RandomForestClassifier	RDKit	Brier	0.24359
Weighted	0	RandomForestClassifier	RDKit	Brier	0.25085
Unweighted	0	RandomForestClassifier	RDKit	Brier	0.25085
Weighted	2	RandomForestClassifier	RDKit	Brier	0.23956
Unweighted	2	RandomForestClassifier	RDKit	Brier	0.23956
Weighted	1	RandomForestClassifier	MACCS	Brier	0.2543
Unweighted	1	RandomForestClassifier	MACCS	Brier	0.2543
Weighted	3	RandomForestClassifier	MACCS	Brier	0.24975
Unweighted	3	RandomForestClassifier	MACCS	Brier	0.24975
Weighted	4	RandomForestClassifier	MACCS	Brier	0.24847
Unweighted	4	RandomForestClassifier	MACCS	Brier	0.24847
Weighted	0	RandomForestClassifier	MACCS	Brier	0.23895
Unweighted	0	RandomForestClassifier	MACCS	Brier	0.23895
Weighted	2	RandomForestClassifier	MACCS	Brier	0.23287
Unweighted	2	RandomForestClassifier	MACCS	Brier	0.23287
Weighted	1	RandomForestClassifier	Klek	Brier	0.25989
Unweighted	1	RandomForestClassifier	Klek	Brier	0.25989
Weighted	3	RandomForestClassifier	Klek	Brier	0.24674
Unweighted	3	RandomForestClassifier	Klek	Brier	0.24674
Weighted	4	RandomForestClassifier	Klek	Brier	0.2454
Unweighted	4	RandomForestClassifier	Klek	Brier	0.2454
Weighted	0	RandomForestClassifier	Klek	Brier	0.24728
Unweighted	0	RandomForestClassifier	Klek	Brier	0.24728
Weighted	2	RandomForestClassifier	Klek	Brier	0.24179
Unweighted	2	RandomForestClassifier	Klek	Brier	0.24179
Weighted	3	RandomForestClassifier	ECFP	Brier	0.25293
Unweighted	3	RandomForestClassifier	ECFP	Brier	0.25293
Weighted	1	RandomForestClassifier	ECFP	Brier	0.25784
Unweighted	1	RandomForestClassifier	ECFP	Brier	0.25784
Weighted	4	RandomForestClassifier	ECFP	Brier	0.24205
Unweighted	4	RandomForestClassifier	ECFP	Brier	0.24205
Weighted	0	RandomForestClassifier	ECFP	Brier	0.24593
Unweighted	0	RandomForestClassifier	ECFP	Brier	0.24593
Weighted	2	RandomForestClassifier	ECFP	Brier	0.25467
Unweighted	2	RandomForestClassifier	ECFP	Brier	0.25467
Weighted	4	RandomForestClassifier	CDDD	Brier	0.24393
Unweighted	4	RandomForestClassifier	CDDD	Brier	0.24393
Weighted	0	RandomForestClassifier	CDDD	Brier	0.24616
Unweighted	0	RandomForestClassifier	CDDD	Brier	0.24616
Weighted	2	RandomForestClassifier	CDDD	Brier	0.24216
Unweighted	2	RandomForestClassifier	CDDD	Brier	0.24216
Weighted	3	RandomForestClassifier	CDDD	Brier	0.24637
Unweighted	3	RandomForestClassifier	CDDD	Brier	0.24637
Weighted	1	RandomForestClassifier	CDDD	Brier	0.25433
Unweighted	1	RandomForestClassifier	CDDD	Brier	0.25433
