Series	Test_Fold	Model	Descriptors	Weight	Metric	Value
Unweighted	1	RandomForestClassifier	Morgan	Average	ROC AUC	0.57971
Weighted	3	RandomForestClassifier	Morgan	Low	ROC AUC	0.59736
Weighted	3	RandomForestClassifier	Morgan	High	ROC AUC	0.63178
Weighted	3	RandomForestClassifier	Morgan	Average	ROC AUC	0.62318
Weighted	3	RandomForestClassifier	Morgan	Unknown	ROC AUC	0.5851
Unweighted	3	RandomForestClassifier	Morgan	Low	ROC AUC	0.5419
Unweighted	3	RandomForestClassifier	Morgan	High	ROC AUC	0.59846
Unweighted	3	RandomForestClassifier	Morgan	Average	ROC AUC	0.58502
Unweighted	3	RandomForestClassifier	Morgan	Unknown	ROC AUC	0.59414
Weighted	2	RandomForestClassifier	Morgan	High	ROC AUC	0.61518
Weighted	2	RandomForestClassifier	Morgan	Average	ROC AUC	0.62422
Weighted	2	RandomForestClassifier	Morgan	Unknown	ROC AUC	0.63097
Weighted	2	RandomForestClassifier	Morgan	Low	ROC AUC	0.60073
Unweighted	2	RandomForestClassifier	Morgan	High	ROC AUC	0.59414
Unweighted	2	RandomForestClassifier	Morgan	Average	ROC AUC	0.5802
Unweighted	2	RandomForestClassifier	Morgan	Unknown	ROC AUC	0.62185
Unweighted	2	RandomForestClassifier	Morgan	Low	ROC AUC	0.56876
Weighted	4	RandomForestClassifier	Morgan	High	ROC AUC	0.57677
Weighted	4	RandomForestClassifier	Morgan	Low	ROC AUC	0.55934
Weighted	4	RandomForestClassifier	Morgan	Unknown	ROC AUC	0.57038
Weighted	4	RandomForestClassifier	Morgan	Average	ROC AUC	0.54374
Unweighted	4	RandomForestClassifier	Morgan	High	ROC AUC	0.54412
Unweighted	4	RandomForestClassifier	Morgan	Low	ROC AUC	0.53739
Unweighted	4	RandomForestClassifier	Morgan	Unknown	ROC AUC	0.56902
Unweighted	4	RandomForestClassifier	Morgan	Average	ROC AUC	0.52399
Weighted	0	RandomForestClassifier	ChemBERTa	Average	ROC AUC	0.54384
Weighted	0	RandomForestClassifier	ChemBERTa	High	ROC AUC	0.51655
Weighted	0	RandomForestClassifier	ChemBERTa	Low	ROC AUC	0.58629
Weighted	0	RandomForestClassifier	ChemBERTa	Unknown	ROC AUC	0.59643
Unweighted	0	RandomForestClassifier	ChemBERTa	Average	ROC AUC	0.53665
Unweighted	0	RandomForestClassifier	ChemBERTa	High	ROC AUC	0.51982
Unweighted	0	RandomForestClassifier	ChemBERTa	Low	ROC AUC	0.58056
Unweighted	0	RandomForestClassifier	ChemBERTa	Unknown	ROC AUC	0.57632
Weighted	2	RandomForestClassifier	ChemBERTa	Average	ROC AUC	0.50433
Weighted	2	RandomForestClassifier	ChemBERTa	Low	ROC AUC	0.50203
Weighted	2	RandomForestClassifier	ChemBERTa	High	ROC AUC	0.52182
Weighted	2	RandomForestClassifier	ChemBERTa	Unknown	ROC AUC	0.50803
Unweighted	2	RandomForestClassifier	ChemBERTa	Average	ROC AUC	0.48471
Unweighted	2	RandomForestClassifier	ChemBERTa	Low	ROC AUC	0.48279
Unweighted	2	RandomForestClassifier	ChemBERTa	High	ROC AUC	0.50886
Unweighted	2	RandomForestClassifier	ChemBERTa	Unknown	ROC AUC	0.51881
Weighted	3	RandomForestClassifier	ChemBERTa	High	ROC AUC	0.47289
Weighted	3	RandomForestClassifier	ChemBERTa	Unknown	ROC AUC	0.5531
Weighted	3	RandomForestClassifier	ChemBERTa	Average	ROC AUC	0.49754
Weighted	3	RandomForestClassifier	ChemBERTa	Low	ROC AUC	0.50868
Unweighted	3	RandomForestClassifier	ChemBERTa	High	ROC AUC	0.47144
Unweighted	3	RandomForestClassifier	ChemBERTa	Unknown	ROC AUC	0.54726
Unweighted	3	RandomForestClassifier	ChemBERTa	Average	ROC AUC	0.4771
Unweighted	3	RandomForestClassifier	ChemBERTa	Low	ROC AUC	0.49832
Weighted	1	RandomForestClassifier	ChemBERTa	Unknown	ROC AUC	0.55365
Weighted	1	RandomForestClassifier	ChemBERTa	High	ROC AUC	0.48054
Weighted	1	RandomForestClassifier	ChemBERTa	Low	ROC AUC	0.503
Weighted	1	RandomForestClassifier	ChemBERTa	Average	ROC AUC	0.49534
Unweighted	1	RandomForestClassifier	ChemBERTa	Unknown	ROC AUC	0.53924
Unweighted	1	RandomForestClassifier	ChemBERTa	High	ROC AUC	0.52159
Unweighted	1	RandomForestClassifier	ChemBERTa	Low	ROC AUC	0.52301
Unweighted	1	RandomForestClassifier	ChemBERTa	Average	ROC AUC	0.52368
Weighted	4	RandomForestClassifier	ChemBERTa	High	ROC AUC	0.59028
Weighted	4	RandomForestClassifier	ChemBERTa	Unknown	ROC AUC	0.59906
Weighted	4	RandomForestClassifier	ChemBERTa	Low	ROC AUC	0.56328
Weighted	4	RandomForestClassifier	ChemBERTa	Average	ROC AUC	0.59954
Unweighted	4	RandomForestClassifier	ChemBERTa	High	ROC AUC	0.57582
Unweighted	4	RandomForestClassifier	ChemBERTa	Unknown	ROC AUC	0.59608
Unweighted	4	RandomForestClassifier	ChemBERTa	Low	ROC AUC	0.56245
Unweighted	4	RandomForestClassifier	ChemBERTa	Average	ROC AUC	0.5784
Weighted	0	RandomForestClassifier	CDDD	Average	ROC AUC	0.53098
Weighted	0	RandomForestClassifier	CDDD	Low	ROC AUC	0.52217
Weighted	0	RandomForestClassifier	CDDD	Unknown	ROC AUC	0.56787
Weighted	0	RandomForestClassifier	CDDD	High	ROC AUC	0.5034
Unweighted	0	RandomForestClassifier	CDDD	Average	ROC AUC	0.5535
Unweighted	0	RandomForestClassifier	CDDD	Low	ROC AUC	0.52717
Unweighted	0	RandomForestClassifier	CDDD	Unknown	ROC AUC	0.56028
Unweighted	0	RandomForestClassifier	CDDD	High	ROC AUC	0.54698
Weighted	1	RandomForestClassifier	CDDD	High	ROC AUC	0.5832
Weighted	1	RandomForestClassifier	CDDD	Unknown	ROC AUC	0.60572
Weighted	1	RandomForestClassifier	CDDD	Low	ROC AUC	0.60891
Weighted	1	RandomForestClassifier	CDDD	Average	ROC AUC	0.58254
Unweighted	1	RandomForestClassifier	CDDD	High	ROC AUC	0.57807
Unweighted	1	RandomForestClassifier	CDDD	Unknown	ROC AUC	0.60017
Unweighted	1	RandomForestClassifier	CDDD	Low	ROC AUC	0.59695
Unweighted	1	RandomForestClassifier	CDDD	Average	ROC AUC	0.57596
Weighted	3	RandomForestClassifier	CDDD	Unknown	ROC AUC	0.59631
Weighted	3	RandomForestClassifier	CDDD	Average	ROC AUC	0.63827
Weighted	3	RandomForestClassifier	CDDD	High	ROC AUC	0.62844
Weighted	3	RandomForestClassifier	CDDD	Low	ROC AUC	0.63326
Unweighted	3	RandomForestClassifier	CDDD	Unknown	ROC AUC	0.6016
Unweighted	3	RandomForestClassifier	CDDD	Average	ROC AUC	0.59739
Unweighted	3	RandomForestClassifier	CDDD	High	ROC AUC	0.5791
Unweighted	3	RandomForestClassifier	CDDD	Low	ROC AUC	0.57041
Weighted	2	RandomForestClassifier	CDDD	High	ROC AUC	0.62194
Weighted	2	RandomForestClassifier	CDDD	Unknown	ROC AUC	0.64683
Weighted	2	RandomForestClassifier	CDDD	Average	ROC AUC	0.5941
Weighted	2	RandomForestClassifier	CDDD	Low	ROC AUC	0.61683
Unweighted	2	RandomForestClassifier	CDDD	High	ROC AUC	0.56528
Unweighted	2	RandomForestClassifier	CDDD	Unknown	ROC AUC	0.65008
Unweighted	2	RandomForestClassifier	CDDD	Average	ROC AUC	0.54804
Unweighted	2	RandomForestClassifier	CDDD	Low	ROC AUC	0.60898
Weighted	4	RandomForestClassifier	CDDD	Low	ROC AUC	0.62884
Weighted	4	RandomForestClassifier	CDDD	Average	ROC AUC	0.65581
Weighted	4	RandomForestClassifier	CDDD	High	ROC AUC	0.63388
Weighted	4	RandomForestClassifier	CDDD	Unknown	ROC AUC	0.59029
Unweighted	4	RandomForestClassifier	CDDD	Low	ROC AUC	0.60933
Unweighted	4	RandomForestClassifier	CDDD	Average	ROC AUC	0.62072
Unweighted	4	RandomForestClassifier	CDDD	High	ROC AUC	0.61531
Unweighted	4	RandomForestClassifier	CDDD	Unknown	ROC AUC	0.59205
