faers_name	active	count
(trastuzumab)	trastuzumab	6
(triatec)	ramipril	1
(trimebutine)	trimebutine	1
(trimethoprim sulfamethoxazole)	sulfamethoxazole : trimethoprim	1
(trimeton  /00072502/)	chlorpheniramine	1
(trimeton)	chlorpheniramine	2
(trivastal /00397201/)	piribedil	1
(truvada)	emtricitabine : tenofovir disoproxil	1
(ts) rozeclart, inj, 1g 1vial	amantadine : ceftriaxone	1
(ts)furosemide tablet ^taiyo^, tab	furosemide	2
(ts)ranitidine injection solution 100mg ^taiyo^, inj, 2.5%4ml1ampoule	ranitidine	2
(ts)spironolactone	spironolactone	1
(tygacil)	tigecycline	1
(tylenol extra strength) acetaminophen	acetaminophen	1
(unknown)		1
(uromitexan)	coenzyme m	1
(ursodesoxycholic acid)	ursodeoxycholic acid	1
(valaciclovir)	valaciclovir	3
(valium /00017001/)	diazepam	1
(valproic acid)	valproic acid	1
(valsartan)	valsartan	2
(vancomycin  hydrochloride)	vancomycin	1
(vancomycin hydrochloride)	vancomycin	13
(vancomycin hydrochloride) (vancomycin hydrochloride)	vancomycin	1
(vancomycin)	vancomycin	3
(vancomycine sandoz)	vancomycin	1
(vandetanib)	vandetanib	1
(vasopressin)	vasopressin	1
(venlafaxine)	venlafaxine	1
(vergetan)	alizapride	1
(versed)	midazolam	1
(vfend)	voriconazole	1
(vinblastine)	vinblastine	1
(vincristine  sulfate)	vincristine	1
(vincristine sulfate)	vincristine	27
(vincristine teva)	vincristine	1
(vincristine)	vincristine	12
(vit d)	vitamin d	1
(vitamin b 12)	thiamine	1
(vitamin c /00008001/)	ascorbic acid	1
(vitamin c)	ascorbic acid	2
(vitamin c) 500 mg tablet	ascorbic acid	1
(vitamin d /00107901/)	vitamin d3	1
(vitamin d)	vitamin d3	1
(vitamin d3)	vitamin d3	1
(vitamins nos)	multivitamin	1
(voriconazole)	voriconazole	3
(warfarin)	warfarin	3
(wellbutrin )	bupropion	1
(zantac)	ranitidine	2
(zelitrex)	valaciclovir	1
(ziprasidone)	ziprasidone	1
(zoely)	estradiol : nomegestrol acetate	1
(zofran /00955301/)	ondansetron	1
(zofran)	ondansetron	2
(zofran) ondansetron	ondansetron	1
(zofran/00955301/)	ondansetron	1
(zohren )	ondansetron	1
(zoledronic acid)	zoledronic acid	2
(zoloft)	sertraline	2
(zolpidem	zolpidem	1
(zolpidem)	zolpidem	1
(zometa)	zoledronic acid	1
(zophren          /00955301/)	ondansetron	1
(zophren  /00955301/)	ondansetron	2
(zophren /00955301/)	ondansetron	7
(zophren)	ondansetron	3
(zophren/00955301/)	ondansetron	1
(zopiclone)	zopiclone	5
(zosyn)	piperacillin : tazobactam	3
(zovirax) acyclovir	acyclovir	1
(zoxan)	doxazosin	1
(zpac) azithromycin	azithromycin	1
(zyloric)	allopurinol	1
(zyvoxid)	linezolid	1
)soldesam)	dexamethasone	1
**dextrose 5%	d-glucose	1
**diphenhydramine 12.5 mg	diphenhydramine	1
*adalimumab	adalimumab	45
*aspirin	acetylsalicylic acid	52
*atorvastatin	atorvastatin	2
*bortezomib	bortezomib	2
*carbamazepine	carbamazepine	65
*clopidogrel	clopidogrel	23
*cyclophosphamide	cyclophosphamide	4
*cytarabine	cytarabine	1
*etanercept	etanercept	4
*haloperidol	haloperidol	1
*jnj-56022473	talacotuzumab	14
*lenalidomide	lenalidomide	20
*melphalan	melphalan	20
*sertraline	sertraline	1
*venlafaxine xr	venlafaxine	1
+prednisone tab 20 mg	prednisone	1
+prednisone tab 20mg	prednisone	15
+ribavirin cap 200mg	ribavirin	2
+rifamvicin	rifampicin	1
, b complex	pyridoxine	1
, gabapentin	gabapentin	1
, ibuprofen	ibuprofen	1
, losarian	losartan	1
, magnesium	magnesium	1
, trimethoprim/ sulfamethoxazole	sulfamethoxazole : trimethoprim	1
, venlafaxine	venlafaxine	1
,albuterol	salbutamol	1
,azithromycin	azithromycin	1
,daily multivitamins	multivitamin	1
,fluconazole	fluconazole	1
,glimepiride	glimepiride	1
,hydrochlorot cap	hydrochlorothiazide	1
,lamotrogine 100 mg	lamotrigine	1
,lisinopril tab 40 mg	lisinopril	1
,losartan pot	losartan	1
,metformin hcl	metformin	1
,methylpred	methylprednisolone	1
,vitamin c	ascorbic acid	1
.		6
...		6
... (unreadable)		1
.../hctz	hydrochlorothiazide	1
.09% soidum chloride injection, usp	sodium chloride	1
.81 aspirin	acetylsalicylic acid	1
.81 baby aspirin	acetylsalicylic acid	1
.allegra allergy	fexofenadine	1
.alpha.-lipoic acid	lipoic acid	218
.alpha.-pyrrolidinobutiophenone	alpha-pyrrolidinononanophenone	1
.alpha.-pyrrolidinopentiophenone	alpha-pyrrolidinononanophenone	10
.alpha.-tocopherol	vitamin e	769
.alpha.-tocopherol acetate	alpha-tocopherol acetate	219
.alpha.-tocopherol acetate, d-	alpha-tocopherol acetate	335
.alpha.-tocopherol acetate, d-\\evening primrose oil\\fish oil	d-alpha-tocopherol acetate : evening primrose oil : fish oil	26
.alpha.-tocopherol acetate, dl-	alpha-tocopherol acetate	232
.alpha.-tocopherol, d-	alpha-tocopherol acetate	684
.alpha.-tocopherol, d-\\fish oil		8
.alpha.-tocopherol, dl-	alpha-tocopherol acetate	214
.alpha.-tocopherol\\vitamin a\\vitamin d	ascorbic acid : tocopherol : vitamin d	1
.alpha.1-proteinase inhibitor human	alpha-1-proteinase inhibitor	3042
.alpha.?lipoic acid	lipoic acid	1
.alpha.?tocopherol\\ascorbic acid\\copper\\lutein\\zinc	ascorbic acid : copper : lutein : vitamin e : zinc	1
.beta.-acetyldigoxin	acetyldigoxin	15
.beta.-carotene	beta carotene	203
.beta.-hydroxyisovaleric acid\\arginine\\glutamine	arginine : beta-hydroxyisovaleric acid : l-glutamine	28
.beta.-sitosterol	beta-sitosterol	7
.ca supplement	cholecalciferol	1
.clonidine hcl 1mg	clonidine	1
.delta.8-tetrahydrocannabinol	delta-8-thc	21
.flexeril	cyclobenzaprine	3
.furosemide	furosemide	1
.gamma.-amino-.beta.-hydroxybutyric acid	gamma-amino-beta-hydroxybutyric acid	2
.gamma.-amino-.beta.-hydroxybutyric acid.	gamma-amino-beta-hydroxybutyric acid	1
.gamma.-aminobutyric acid	gamma-aminobutyric acid	91
/ enalapril	enalapril	1
//prednisolone	prednisolone	1
/00011902/		8
/vitamin b12	thiamine	1
0,9% natrium chloratum	sodium chloride	2
0,9% sodium chloride intravenous infusion bp baxter	sodium chloride	9
0.01 % fluocinolone acetonide	fluocinolone	1
0.01% estradiol vaginal cream usp	estradiol	1
0.01% fluocinolone acetonide	fluocinolone	1
0.01% vaginal cream		1
0.02% inpratopium bromide inhalation soultion	ipratropium	1
0.02% ipratropium bromide inhalation solution	ipratropium	2
0.0375 estradiol transdermal system	estradiol	1
0.05 % clobetasol propionate	clobetasol	1
0.05 % desonide	desonide	2
0.05 % durezol	difluprednate	1
0.05 mg estradiol transdermal system	estradiol	2
0.05% clobetasol propionate	clobetasol	1
0.083% albuterol sulfate inhalation solution	salbutamol	5
0.09% normal saline	sodium chloride	1
0.09% sodium chloride injection, usp	sodium chloride	1
0.1 mg clonidine hcl	clonidine	1
0.1% fluconazole and 0.9% sodium chloride injection	fluconazole	34
0.1% levofloxacin hydrochloride and 0.9% sodium chloride injection	tirofiban	2
0.1% ophthalmic solution		1
0.1% propamidine	propamidine	1
0.12% chlorhexidine	chlorhexidine	1
0.15% brimonidine	brimonidine	1
0.2 % soldesam	dexamethasone	1
0.2% fluconazole and 0.9% sodium chloride injection	fluconazole	3
0.2% fluocinonide	fluocinonide	1
0.2% ropivicaine	ropivacaine	3
0.25% bupivacaine	bupivacaine	14
0.25% bupivacaine/epinephrine	bupivacaine : epinephrine	1
0.3 % dextran/hypromellose	dextran : hypromellose	1
0.30% potassium chloride in 5% dextrose and 0.45% sodium chloride inje	d-glucose : potassium chloride	1
0.4 mg tamsulosin hcl	tamsulosin	3
0.4% lidocaine hydrochloride and 5% dextrose	d-glucose : lidocaine	2
0.4% lidocaine hydrochloride and 5% dextrose injection chlorhydrate de	d-glucose : lidocaine	1
0.45% n/s		1
0.45% naci	sodium chloride	1
0.45% normal saline	sodium chloride	5
0.45% saline solution 1000ml	sodium chloride	1
0.45% sodium chloride	sodium chloride	1
0.45% sodium chloride 1000 ml	sodium chloride	1
0.45% sodium chloride injection	sodium chloride	1
0.45% sodium chloride injection in plastic container (pl 146?)	sodium chloride	8
0.5 % lidocaine	lidocaine	1
0.5 bupi plain (bupivacaine hydrochloride)	bupivacaine	1
0.5 g azulfidine	sulfasalazine	1
0.5 mg clonazepam	clonazepam	3
0.5 mg lorazepam	lorazepam	1
0.5 mg ropinirole hcl	ropinirole	2
0.5 paracetamol	acetaminophen	1
0.5% albuterol nebulizer solution	salbutamol	1
0.5% asclera	polidocanol	1
0.5% bupivacaine	bupivacaine	2
0.5% bupivacaine heavy	bupivacaine	3
0.5% dextrose and 0.45% saline	d-glucose : sodium chloride	1
0.5% hyperbaric bupivacaine	bupivacaine	5
0.5% lidocaine	lidocaine	1
0.5% marcaine with 1:200,000 epinephrine	bupivacaine : epinephrine	1
0.5% normal saline	sodium chloride	3
0.5% sodium bicarbonate injection	sodium bicarbonate	1
0.5% timolol/ 2% dorzolamide	dorzolamide : timolol	1
0.75% bupivicaine	bupivacaine	1
0.9 % nacl	sodium chloride	2
0.9 % normal saline	sodium chloride	1
0.9 % saline solution	sodium chloride	1
0.9 % sodium chloride	sodium chloride	9
0.9 nacl	sodium chloride	1
0.9 nacl-1l bolus	sodium chloride	1
0.9 normal saline	sodium chloride	4
0.9 percent nacl	sodium chloride	1
0.9 percent saline	sodium chloride	1
0.9% nacl	sodium chloride	36
0.9% nacl bag	sodium chloride	2
0.9% nacl flush	sodium chloride	1
0.9% nacl injection	sodium chloride	2
0.9% nacl solution	sodium chloride	5
0.9% normal saline	sodium chloride	10
0.9% normal saline iv flush	sodium chloride	1
0.9% normal saline lot# j9s669	sodium chloride	1
0.9% normal saline solution	sodium chloride	1
0.9% ns		3
0.9% ns100 ml and piperacillin sodium and sulbactam sodium	piperacillin : sulbactam	1
0.9% saline	sodium chloride	11
0.9% sodium chloirde injection	sodium chloride	1
0.9% sodium chloride	sodium chloride	108
0.9% sodium chloride + sodium bicarbonate	sodium bicarbonate : sodium chloride	8
0.9% sodium chloride 1,000 ml iv infusion	sodium chloride	1
0.9% sodium chloride 1000 ml	sodium chloride	1
0.9% sodium chloride 100ml	sodium chloride	1
0.9% sodium chloride 1l	sodium chloride	1
0.9% sodium chloride 1l bolus	sodium chloride	1
0.9% sodium chloride 230ml	sodium chloride	1
0.9% sodium chloride 250 ml	sodium chloride	1
0.9% sodium chloride 2500ml x1	sodium chloride	1
0.9% sodium chloride 50 ml	sodium chloride	1
0.9% sodium chloride 50ml	sodium chloride	1
0.9% sodium chloride bolus and infusion	sodium chloride	2
0.9% sodium chloride for hemodialysis	sodium chloride	1
0.9% sodium chloride for injection	sodium chloride	1
0.9% sodium chloride infusion	sodium chloride	10
0.9% sodium chloride inj 100ml	sodium chloride	1
0.9% sodium chloride injection	sodium chloride	5237
0.9% sodium chloride injection (non?pvc)	sodium chloride	2
0.9% sodium chloride injection usp	sodium chloride	4
0.9% sodium chloride injection usp (100 ml)	sodium chloride	27
0.9% sodium chloride injection usp (1000 ml)	sodium chloride	4
0.9% sodium chloride injection usp (250 ml)	sodium chloride	11
0.9% sodium chloride injection usp (500 ml)	sodium chloride	7
0.9% sodium chloride injection usp (500 ml) 2 port	sodium chloride	1
0.9% sodium chloride injection usp 0264-1800-31 0264-1800-32	sodium chloride	6
0.9% sodium chloride injection usp 0264-1800-31 0264-1800-32 (nda 0174	sodium chloride	5
0.9% sodium chloride injection usp 500ml bag	sodium chloride	1
0.9% sodium chloride injection, 1l	sodium chloride	4
0.9% sodium chloride injection, usf	sodium chloride	1
0.9% sodium chloride injection, usp	sodium chloride	13
0.9% sodium chloride injection, usp in mini-bag plus container	sodium chloride	49
0.9% sodium chloride irrigation	sodium chloride	36
0.9% sodium chloride irrigation usp 0264-7388-50 0264-7388-60	sodium chloride	3
0.9% sodium chloride irrigation, usp	sodium chloride	11
0.9% sodium chloride iv fluid	sodium chloride	1
0.9% sodium chloride iv solution	sodium chloride	3
0.9% sodium chloride solution	sodium chloride	1
0.9% sodium chloride vial	sodium chloride	1
0.9% sodium chloride(aviva)	sodium chloride	3
0.9% sodium chloride, 1000ml	sodium chloride	1
0.9%nacl	sodium chloride	1
0.9%sodium chloride injection	sodium chloride	4
00082702001/metformin hydrochloride	metformin	1
02 potassium	potassium	1
04a0100 (epinephrine bitartrate\\lidocaine hydrochloride)	epinephrine : lidocaine	2
06a0100 (epinephrine bitartrate\\lidocaine hydrochloride)	epinephrine : lidocaine	1
0depo-medrol	methylprednisolone	1
0mega-3 fatty acids		1
0methylphenidate	methylphenidate	1
0ndansetron	ondansetron	2
0ne-a-day womens vitamin	multivitamin	1
0xycodone	oxycodone	1
1 % hydrocortisone ointment	hydrocortisone	2
1 % pimecrolimus	pimecrolimus	1
1 6-28-21 sertraline 25 mg 1xday	sertraline	1
1 a day		2
1 a day multi vitamins	multivitamin	1
1 a day multi with minerals		1
1 a day multivitamin	multivitamin	4
1 a day vitamin	multivitamin	22
1 a day vitamins	multivitamin	6
1 a day vitimins	multivitamin	1
1 a day womans vitamins	multivitamin	1
1 a day women vitamins	multivitamin	1
1 a day womens vitamin	multivitamin	1
1 a pharma (lisinopril)	lisinopril	1
1 alpha-leo	alfacalcidol	4
1 bilbery by wholw foods		1
1 cherry works by cherrymax		1
1 citracal + d	calcium carbonate : calcium citrate : cholecalciferol	1
1 day vitamins	multivitamin	1
1 fish oil		2
1 g valacyclovir hcl, tablets	valaciclovir	1
1 garden of life raw calcium	calcium	1
1 garden of life tumeric		1
1 lysine	lysine	1
1 mega food tumeric strength for whole		1
1 megafood woemn over 40 supplement		1
1 mg anastrozole	anastrozole	1
1 mg clonazepam	clonazepam	1
1 mg folic acid	folic acid	3
1 multi vitamin	multivitamin	1
1 multi-vitamin/day	multivitamin	1
1 multivitamin (vitamins nos)	multivitamin	1
1 pepcid	famotidine	1
1 per day vitamins	multivitamin	1
1 per day women's vitamin	multivitamin	1
1 potassium chloride (potassium chloride)	potassium chloride	1
1 queretine with bormelain by whole foods	quercetin	1
1 senior multi-vitamin	multivitamin	1
1% compound testosterone	testosterone	1
1% hydrocortisone	hydrocortisone	3
1% hydrocortisone cream	hydrocortisone	2
1% hydrocortisone lotion	hydrocortisone	1
1% lidocaine	lidocaine	9
1% lidocaine w/epinephrine	epinephrine : lidocaine	2
1% lidocaine with ephinephrine	epinephrine : lidocaine	1
1% lignocaine	lidocaine	2
1% lignocaine with adrenaline	lidocaine	1
1% lignocaine with epinephrine	epinephrine : lidocaine	1
1% silver sulfadiazine cream	silver sulfadiazine	1
1) alopurinol (allopurinol)	allopurinol	1
1) bystolic(nebivolol hydrochloride)	nebivolol	1
1) furosemide (furosemide)	furosemide	1
1) namenda (memantine hydrochloride)	memantine	1
1) norco (hydrocodone bitartrate, paracetamol)	acetaminophen : hydrocodone	1
1) paxil (paroxetine hydrochloride)	paroxetine	1
1) plavix (clopidogrel bisulfate)	clopidogrel	1
1) potassium (potassium)	potassium	1
1) pravastatin (pravastatin)	pravastatin	1
1, 5-fluorouracil	fluorouracil	1
1,000 + d calcium	calcium : vitamin d	1
1,3-sodium diphosphate	sodium phosphate, monobasic	1
1,4-dimethyl-7-isopropylazulene	guaiazulen	10
1,4?dimethyl?7?isopropylazulene	guaiazulen	1
1-(?-d-5^-deossiribofuranosil)-5-fluorouracile	fluorouracil	1
1-(u-d-5'-deossiribofuranosil)-5-fluorouracil	fluorouracil	1
1-5-fluorouracile	fluorouracil	4
1-a day 50+ vitamin	multivitamin	1
1-a day women's multivitamin	multivitamin	1
1-a-day multivitamin	multivitamin	2
1-a-day vitamin	multivitamin	4
1-a-day vitamins	multivitamin	1
1-a-day womens +50 vitamins	multivitamin	1
1-alfacalcidol	alfacalcidol	2
1-alpha	alfacalcidol	30
1-alpha leo	alfacalcidol	8
1-alpha-25-dihydroxycholecalciferol	alfacalcidol	7
1-alpha-25-dihydroxyvitamin d3	calcitriol	11
1-alpha-calcidol	alfacalcidol	3
1-alpha-hydroxycholecalciferol	alfacalcidol	7
1-alphahydroxycholeciferol	alfacalcidol	1
1-baby aspirin	acetylsalicylic acid	1
1-carnitine	levocarnitine	1
1-day over 65 vitamin	multivitamin	1
1-day vitamins	multivitamin	1
1-hydrazinophthalazine hydrochloride	hydralazine	1
1-leucovorin	leucovorin	4
1-methylfolate	levomefolic acid	2
1-propanol	propyl alcohol	6
1-thianine	theanine	1
1-thyroxine	levothyroxine	1
1-tyrosine	tyrosine	2
1-uptravi	selexipag	1
1. entecavir	entecavir	2
1.0 mg estradiol / 0.5 mg norethindrone acetate	acetate : estradiol : norethisterone	4
1.0% epinephrine	epinephrine	1
1.0% lidocaine	lidocaine	1
1.2 g mesalamine	mesalazine	1
1.5% glycine irrigation usp (3000 ml)	glycine	4
1.5% glycine irrigation usp 0264-7390-60	glycine	2
1.5% lidocaine/epinephrine	epinephrine : lidocaine	1
1.5% mepivacaine	mepivacaine	1
1/2 aspirin	acetylsalicylic acid	1
1/2 estic plus	acetaminophen : butalbital : caffeine	1
1/2 multivitamin	multivitamin	1
1/2 normal saline	sodium chloride	2
1/2 ns		3
1/2mg lorazepam	lorazepam	1
1/4 normal saline	sodium chloride	1
10 % aspercreme	lidocaine	1
10 lipitor	atorvastatin	1
10 medications		1
10 meq potassium chloride injection (100 ml)	potassium chloride	1
10 mg alfuzosin hcl	alfuzosin	1
10 mg amlodipine besylate	amlodipine	3
10 mg amphetamine salts	amphetamine	1
10 mg atorvastatin calcium	atorvastatin : calcium	6
10 mg atorvastatin calcium (atorvastatin calcium)	atorvastatin : calcium	1
10 mg bisoprolol fumarate	bisoprolol	1
10 mg cetirizine hcl	cetirizine	1
10 mg citalopram hydrobromide	citalopram	1
10 mg cyclobenzaprin	cyclobenzaprine	2
10 mg escitalopram oxalate	escitalopram	1
10 mg glipizide, er (glipizide)	glipizide	1
10 mg lisinopril (lisinopril)	lisinopril	1
10 mg metoclopramide hcl	metoclopramide	1
10 mg montelukast	montelukast	2
10 mg montelukast sodium	montelukast	1
10 mg montelukast sodium (montelukast sodium)	montelukast	2
10 mg prednisone	meprednisone	1
10 mg prochlorperazine maleate	prochlorperazine	2
10 mg propranolol hcl	propranolol	1
10 mg rizatriptan	rizatriptan	1
10 mg rosuvastatin	rosuvastatin	1
10 mg rosuvastatin calcium	rosuvastatin	1
10 mg rosuvastatin calcium (rosuvastatin calcium)	rosuvastatin	4
10 mg simvastatin	simvastatin	2
10 mg zyrtec (cetirizine hydrochloride)	cetirizine	2
10 mg zyrtec allergy	cetirizine	2
10 unknown (fluoxetine)	fluoxetine	1
10 unspecified drugs		1
10 vegetable multi plex (other therapeutic products)		1
10% calcium gluconate	calcium gluconate	1
10% dextrose	d-glucose	1
10% dextrose and 0.9% sodium chloride injection	d-glucose	2
10% dextrose injection	d-glucose	12
10% dextrose injection usp	d-glucose	4
10% dextrose injection, usp	d-glucose	27
10% dextrose intravenous solution	pemetrexed	1
10% glucose	d-glucose	3
10% glucose  injection	d-glucose	20
10% glucose injection	d-glucose	2
10% kcl	potassium chloride	1
10% of potassium chloride	potassium chloride	4
10% potassium chloride	potassium chloride	8
10% potassium chloride injection	potassium chloride	2
10% salicylic acid ointment toho	salicylic acid	2
10% sodium chloride	sodium chloride	21
10% sodium chloride injection	sodium chloride	2
10% urea	urea	6
10%glucose injection	d-glucose	2
10%potassium chloride injection	potassium chloride	5
10/325 hydrocodine	hydrocodone	1
10/325 norco	acetaminophen : hydrocodone	1
10/325 oxycodone/acetaminophen	acetaminophen : oxycodone	1
100 ?g levothyroxine sodium	levothyroxine	1
100 ?g levothyroxine sodium (levothyroxine sodium)	levothyroxine	2
100 fentanyl	fentanyl	1
100 iu/ml humalog junior kwikpen	insulin lispro	1
100 mg allopurinol	allopurinol	6
100 mg allopurinol (allopurinol)	allopurinol	2
100 mg gabapentin	gabapentin	1
100 mg lamotrigine	lamotrigine	1
100 mg losartan potassium	losartan	1
100 mg losartan potassium (losartan potassium)	losartan : potassium	1
100 mg losartan potassium, tablets	losartan : potassium	3
100 mg magnesium	magnesium	2
100 mg metoprolol succinate	metoprolol succinate	2
100 mg of itolizumab (alzumab-l, biocon biologics) was diluted to 250	itolizumab	1
100 mg trimethoprim	trimethoprim	1
100 mg. coenzyme q-10	ubidecarenone	1
100 percent oxygen	oxygen	1
100% creatine	creatine	1
100% oxygen	oxygen	16
100% vegetarian omega 3		2
100.0 mg docusate sodium	docusate	1
1000 ?g vitamin b 12 (cyanocobalamin)	cyanocobalamin	1
1000 b 12	cyanocobalamin	1
1000 iu vitamin d3	phylloquinone	1
1000 mg metformin hcl	metformin	2
1000 mg vitamin c	ascorbic acid	1
1000 mg vitamin c + bioflavonoids	ascorbic acid	1
1000 mg. flaxseed oil		1
1000 vitamin c wth rosehips	ascorbic acid	1
1000 vitamin d	vitamin d3	1
1000mg vitamin c	ascorbic acid	1
100mg metoprolol	metoprolol	1
10?325 oxycodone	oxycodone	1
10mg desmopressin	desmopressin	1
10mg dextroamphetamine	dextroamphetamine	1
10mg zolpidem tartrate	zolpidem	1
10wellvone	atovaquone	1
11-nor-9-carboxy-?-9- tetrahydrocannabinol	dronabinol	1
11-nor-9-tetrahydro-9-cannabinolic acid	11-nor-9-carboxy-delta-9-tetrahydrocannabinol	1
11070 (globalc3mar20): docusate	docusate	1
1114579 (globalc3sep21): exjade	deferasirox	1
112 synthroid	levothyroxine	1
1120 glucosamine + chondroitine	chondroitin sulfate : glucosamine	3
11?nor?9?carboxy?tetrahydrocannabinol	dronabinol	8
12 different medications		1
12 g glucose chewable	d-glucose	1
12 g paracetamol/480 mg caffeine	acetaminophen : caffeine	1
